verification_id,source_file,channel,segment_index,segment_start_s,segment_end_s,peak_threshold,max_heatmap,mean_heatmap,predicted_event_count,predicted_event_times_inside_s_json,predicted_event_times_absolute_s_json,review_status,corrected_event_count,corrected_event_times_inside_s_json,corrected_event_times_absolute_s_json,quality_flag,comment
Broadband_Data_2026.03.26_21.50.00_we_seg003,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,3,6.0,8.0,0.25,0.9982842803001404,0.038771823048591614,1,[1.0],[7.0],model_verified,1,[1.0],[7.0],,
Broadband_Data_2026.03.26_21.50.00_we_seg004,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,4,8.0,10.0,0.25,0.9986741542816162,0.04312192648649216,2,"[0.63, 1.0]","[8.63, 9.0]",model_verified,2,"[0.63, 1.0]","[8.63, 9.0]",,
Broadband_Data_2026.03.26_21.50.00_we_seg005,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,5,10.0,12.0,0.25,0.9985578656196594,0.035936448723077774,1,[1.0],[11.0],model_verified,1,[1.0],[11.0],,
Broadband_Data_2026.03.26_21.50.00_we_seg006,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,6,12.0,14.0,0.25,0.998221218585968,0.03644195571541786,1,[1.0],[13.0],model_verified,1,[1.0],[13.0],,
Broadband_Data_2026.03.26_21.50.00_we_seg007,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,7,14.0,16.0,0.25,0.9983713030815125,0.04075867310166359,2,"[1.0, 1.186]","[15.0, 15.186]",model_verified,2,"[1.0, 1.186]","[15.0, 15.186]",,
Broadband_Data_2026.03.26_21.50.00_we_seg008,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,8,16.0,18.0,0.25,0.9985677003860474,0.037215184420347214,1,[1.0],[17.0],model_verified,1,[1.0],[17.0],,
Broadband_Data_2026.03.26_21.50.00_we_seg009,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,9,18.0,20.0,0.25,0.998216450214386,0.036133237183094025,1,[1.0],[19.0],model_verified,1,[1.0],[19.0],,
Broadband_Data_2026.03.26_21.50.00_we_seg010,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,10,20.0,22.0,0.25,0.9983885288238525,0.037258412688970566,1,[1.0],[21.0],model_verified,1,[1.0],[21.0],,
Broadband_Data_2026.03.26_21.50.00_we_seg011,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,11,22.0,24.0,0.25,0.9983940720558167,0.03612251207232475,1,[1.0],[23.0],model_verified,1,[1.0],[23.0],,
Broadband_Data_2026.03.26_21.50.00_we_seg012,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,12,24.0,26.0,0.25,0.9984272718429565,0.04676595330238342,2,"[1.0, 1.49]","[25.0, 25.49]",model_verified,2,"[1.0, 1.49]","[25.0, 25.49]",,
Broadband_Data_2026.03.26_21.50.00_we_seg013,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,13,26.0,28.0,0.25,0.9987218976020813,0.050216492265462875,2,"[1.0, 1.68]","[27.0, 27.68]",model_verified,2,"[1.0, 1.68]","[27.0, 27.68]",,
Broadband_Data_2026.03.26_21.50.00_we_seg014,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,14,28.0,30.0,0.25,0.9987247586250305,0.049161653965711594,2,"[1.0, 1.072]","[29.0, 29.072]",model_verified,2,"[1.0, 1.072]","[29.0, 29.072]",,
Broadband_Data_2026.03.26_21.50.00_we_seg015,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,15,30.0,32.0,0.25,0.99875807762146,0.042450327426195145,1,[1.0],[31.0],model_verified,1,[1.0],[31.0],,
Broadband_Data_2026.03.26_21.50.00_we_seg016,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,16,32.0,34.0,0.25,0.9986568689346313,0.04103439673781395,1,[1.0],[33.0],model_verified,1,[1.0],[33.0],,
Broadband_Data_2026.03.26_21.50.00_we_seg017,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,17,34.0,36.0,0.25,0.9987248778343201,0.04028230905532837,1,[1.0],[35.0],model_verified,1,[1.0],[35.0],,
Broadband_Data_2026.03.26_21.50.00_we_seg018,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,18,36.0,38.0,0.25,0.9988069534301758,0.04175148159265518,1,[1.0],[37.0],model_verified,1,[1.0],[37.0],,
Broadband_Data_2026.03.26_21.50.00_we_seg019,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,19,38.0,40.0,0.25,0.9986758828163147,0.044943131506443024,2,"[0.192, 1.0]","[38.192, 39.0]",model_verified,2,"[0.192, 1.0]","[38.192, 39.0]",,
Broadband_Data_2026.03.26_21.50.00_we_seg020,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,20,40.0,42.0,0.25,0.9987738728523254,0.04629632830619812,2,"[1.0, 1.798]","[41.0, 41.798]",model_verified,2,"[1.0, 1.798]","[41.0, 41.798]",,
Broadband_Data_2026.03.26_21.50.00_we_seg021,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,21,42.0,44.0,0.25,0.9987539052963257,0.04036114364862442,1,[1.0],[43.0],model_verified,1,[1.0],[43.0],,
Broadband_Data_2026.03.26_21.50.00_we_seg022,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,22,44.0,46.0,0.25,0.9988079071044922,0.0447460375726223,2,"[0.83, 1.0]","[44.83, 45.0]",model_verified,2,"[0.83, 1.0]","[44.83, 45.0]",,
Broadband_Data_2026.03.26_21.50.00_we_seg023,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,23,46.0,48.0,0.25,0.9987075328826904,0.039920926094055176,1,[1.0],[47.0],model_verified,1,[1.0],[47.0],,
Broadband_Data_2026.03.26_21.50.00_we_seg024,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,24,48.0,50.0,0.25,0.9984766840934753,0.06661271303892136,5,"[0.506, 1.0, 1.55, 1.744, 1.778]","[48.506, 49.0, 49.55, 49.744, 49.778]",manual_corrected,3,"[0.508632, 1.00075, 1.740696]","[48.508632, 49.00075, 49.740696]",,
Broadband_Data_2026.03.26_21.50.00_we_seg025,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,25,50.0,52.0,0.25,0.99866783618927,0.04983361065387726,2,"[1.0, 1.092]","[51.0, 51.092]",model_verified,2,"[1.0, 1.092]","[51.0, 51.092]",,
Broadband_Data_2026.03.26_21.50.00_we_seg026,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,26,52.0,54.0,0.25,0.9987282156944275,0.04804100841283798,2,"[0.546, 1.0]","[52.546, 53.0]",model_verified,2,"[0.546, 1.0]","[52.546, 53.0]",,
Broadband_Data_2026.03.26_21.50.00_we_seg027,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,27,54.0,56.0,0.25,0.9986382126808167,0.044094547629356384,1,[1.0],[55.0],model_verified,1,[1.0],[55.0],,
Broadband_Data_2026.03.26_21.50.00_we_seg028,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,28,56.0,58.0,0.25,0.9985257983207703,0.04380841553211212,2,"[1.0, 1.558]","[57.0, 57.558]",manual_corrected,1,[0.997209],[56.997209],,
Broadband_Data_2026.03.26_21.50.00_we_seg029,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,29,58.0,60.0,0.25,0.9986269474029541,0.046588290482759476,2,"[0.326, 1.0]","[58.326, 59.0]",model_verified,2,"[0.326, 1.0]","[58.326, 59.0]",,
Broadband_Data_2026.03.27_09.59.00_ns_seg000,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,0,0.0,2.0,0.25,0.14332009851932526,0.03646016865968704,0,[],[],model_verified,0,[],[],,
Broadband_Data_2026.03.27_09.59.00_ns_seg001,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,1,2.0,4.0,0.25,0.29201042652130127,0.03743554651737213,2,"[0.532, 0.93]","[2.532, 2.93]",model_verified,2,"[0.532, 0.93]","[2.532, 2.93]",,
Broadband_Data_2026.03.27_09.59.00_ns_seg002,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,2,4.0,6.0,0.25,0.8893595337867737,0.0549185611307621,5,"[0.054, 0.556, 0.638, 0.982, 1.824]","[4.054, 4.556, 4.638, 4.982, 5.824]",model_verified,5,"[0.054, 0.556, 0.638, 0.982, 1.824]","[4.054, 4.556, 4.638, 4.982, 5.824]",,
Broadband_Data_2026.03.27_09.59.00_ns_seg003,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,3,6.0,8.0,0.25,0.970640242099762,0.05669659748673439,3,"[0.828, 1.716, 1.892]","[6.828, 7.716, 7.892]",model_verified,3,"[0.828, 1.716, 1.892]","[6.828, 7.716, 7.892]",,
Broadband_Data_2026.03.27_09.59.00_ns_seg004,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,4,8.0,10.0,0.25,0.9237525463104248,0.04520970582962036,2,"[1.016, 1.822]","[9.016, 9.822]",model_verified,2,"[1.016, 1.822]","[9.016, 9.822]",,
Broadband_Data_2026.03.27_09.59.00_ns_seg005,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,5,10.0,12.0,0.25,0.6282549500465393,0.04352601245045662,2,"[0.19, 0.732]","[10.19, 10.732]",model_verified,2,"[0.19, 0.732]","[10.19, 10.732]",,
Broadband_Data_2026.03.27_09.59.00_ns_seg006,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,6,12.0,14.0,0.25,0.817970335483551,0.04141371324658394,1,[0.496],[12.496],model_verified,1,[0.496],[12.496],,
Broadband_Data_2026.03.27_09.59.00_ns_seg007,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,7,14.0,16.0,0.25,0.3429933786392212,0.039242152124643326,2,"[0.98, 1.538]","[14.98, 15.538]",model_verified,2,"[0.98, 1.538]","[14.98, 15.538]",,
Broadband_Data_2026.03.27_09.59.00_ns_seg008,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,8,16.0,18.0,0.25,0.9273414015769958,0.04280877858400345,1,[0.552],[16.552],model_verified,1,[0.552],[16.552],,
Broadband_Data_2026.03.27_09.59.00_ns_seg009,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,9,18.0,20.0,0.25,0.20822009444236755,0.0371643528342247,0,[],[],model_verified,0,[],[],,
Broadband_Data_2026.03.27_09.59.00_ns_seg010,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,10,20.0,22.0,0.25,0.9870750308036804,0.04983847215771675,3,"[0.136, 0.222, 0.266]","[20.136, 20.222, 20.266]",model_verified,3,"[0.136, 0.222, 0.266]","[20.136, 20.222, 20.266]",,
Broadband_Data_2026.03.27_09.59.00_ns_seg011,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,11,22.0,24.0,0.25,0.9929127097129822,0.042120978236198425,1,[1.652],[23.652],model_verified,1,[1.652],[23.652],,
Broadband_Data_2026.03.27_09.59.00_ns_seg012,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,12,24.0,26.0,0.25,0.8330745100975037,0.04579772427678108,2,"[0.546, 0.706]","[24.546, 24.706]",model_verified,2,"[0.546, 0.706]","[24.546, 24.706]",,
Broadband_Data_2026.03.27_09.59.00_ns_seg013,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,13,26.0,28.0,0.25,0.7627718448638916,0.04549273103475571,3,"[0.078, 0.924, 1.904]","[26.078, 26.924, 27.904]",model_verified,3,"[0.078, 0.924, 1.904]","[26.078, 26.924, 27.904]",,
Broadband_Data_2026.03.27_09.59.00_ns_seg014,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,14,28.0,30.0,0.25,0.20662015676498413,0.033615827560424805,0,[],[],model_verified,0,[],[],,
Broadband_Data_2026.03.27_09.59.00_ns_seg015,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,15,30.0,32.0,0.25,0.23525284230709076,0.033978674560785294,0,[],[],model_verified,0,[],[],,
Broadband_Data_2026.03.27_09.59.00_ns_seg016,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,16,32.0,34.0,0.25,0.8465031385421753,0.06019362434744835,5,"[0.276, 0.814, 0.88, 1.418, 1.968]","[32.276, 32.814, 32.88, 33.418, 33.968]",model_verified,5,"[0.276, 0.814, 0.88, 1.418, 1.968]","[32.276, 32.814, 32.88, 33.418, 33.968]",,
Broadband_Data_2026.03.27_09.59.00_ns_seg017,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,17,34.0,36.0,0.25,0.8571409583091736,0.043729234486818314,2,"[0.018, 1.29]","[34.018, 35.29]",model_verified,2,"[0.018, 1.29]","[34.018, 35.29]",,
Broadband_Data_2026.03.27_09.59.00_ns_seg018,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,18,36.0,38.0,0.25,0.18533609807491302,0.03535469248890877,0,[],[],model_verified,0,[],[],,
Broadband_Data_2026.03.27_09.59.00_ns_seg019,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,19,38.0,40.0,0.25,0.8807241916656494,0.04998856037855148,3,"[0.216, 0.764, 0.938]","[38.216, 38.764, 38.938]",model_verified,3,"[0.216, 0.764, 0.938]","[38.216, 38.764, 38.938]",,
Broadband_Data_2026.03.27_09.59.00_ns_seg020,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,20,40.0,42.0,0.25,0.9619527459144592,0.04242878779768944,1,[1.084],[41.084],model_verified,1,[1.084],[41.084],,
Broadband_Data_2026.03.27_09.59.00_ns_seg021,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,21,42.0,44.0,0.25,0.3724122941493988,0.0356777124106884,2,"[1.196, 1.98]","[43.196, 43.98]",model_verified,2,"[1.196, 1.98]","[43.196, 43.98]",,
Broadband_Data_2026.03.27_09.59.00_ns_seg022,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,22,44.0,46.0,0.25,0.969145655632019,0.05681838095188141,3,"[0.164, 1.404, 1.594]","[44.164, 45.404, 45.594]",model_verified,3,"[0.164, 1.404, 1.594]","[44.164, 45.404, 45.594]",,
Broadband_Data_2026.03.27_09.59.00_ns_seg023,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,23,46.0,48.0,0.25,0.46795666217803955,0.04347934201359749,2,"[1.014, 1.426]","[47.014, 47.426]",model_verified,2,"[1.014, 1.426]","[47.014, 47.426]",,
Broadband_Data_2026.03.27_09.59.00_ns_seg024,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,24,48.0,50.0,0.25,0.782383143901825,0.04472099989652634,3,"[0.772, 1.398, 1.524]","[48.772, 49.398, 49.524]",manual_corrected,2,"[1.400817, 1.524731]","[49.400817, 49.524731]",,
Broadband_Data_2026.03.27_09.59.00_ns_seg025,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,25,50.0,52.0,0.25,0.7876853346824646,0.04658503085374832,3,"[0.298, 0.434, 1.814]","[50.298, 50.434, 51.814]",model_verified,3,"[0.298, 0.434, 1.814]","[50.298, 50.434, 51.814]",,
Broadband_Data_2026.03.27_09.59.00_ns_seg026,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,26,52.0,54.0,0.25,0.6967108845710754,0.04888010770082474,5,"[0.682, 1.348, 1.504, 1.61, 1.83]","[52.682, 53.348, 53.504, 53.61, 53.83]",model_verified,5,"[0.682, 1.348, 1.504, 1.61, 1.83]","[52.682, 53.348, 53.504, 53.61, 53.83]",,
Broadband_Data_2026.03.27_09.59.00_ns_seg027,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,27,54.0,56.0,0.25,0.7383025288581848,0.05195792764425278,4,"[0.216, 0.25, 0.392, 1.794]","[54.216, 54.25, 54.392, 55.794]",model_verified,4,"[0.216, 0.25, 0.392, 1.794]","[54.216, 54.25, 54.392, 55.794]",,
Broadband_Data_2026.03.27_09.59.00_ns_seg028,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,28,56.0,58.0,0.25,0.3796516954898834,0.03739522397518158,1,[0.446],[56.446],manual_corrected,0,[],[],,
Broadband_Data_2026.03.27_09.59.00_ns_seg029,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,29,58.0,60.0,0.25,0.528166651725769,0.042196448892354965,2,"[1.204, 1.28]","[59.204, 59.28]",model_verified,2,"[1.204, 1.28]","[59.204, 59.28]",,
Broadband_Data_2026.03.27_09.59.00_we_seg000,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,0,0.0,2.0,0.25,0.9982694387435913,0.04644903913140297,1,[1.0],[1.0],manual_corrected,0,[],[],,
Broadband_Data_2026.03.27_09.59.00_we_seg001,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,1,2.0,4.0,0.25,0.9983037710189819,0.045619189739227295,1,[1.0],[3.0],model_verified,1,[1.0],[3.0],,
Broadband_Data_2026.03.27_09.59.00_we_seg002,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,2,4.0,6.0,0.25,0.9983861446380615,0.06124023348093033,3,"[0.054, 1.0, 1.83]","[4.054, 5.0, 5.83]",model_verified,3,"[0.054, 1.0, 1.83]","[4.054, 5.0, 5.83]",,
Broadband_Data_2026.03.27_09.59.00_we_seg003,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,3,6.0,8.0,0.25,0.9984403252601624,0.055379513651132584,3,"[1.0, 1.206, 1.888]","[7.0, 7.206, 7.888]",model_verified,3,"[1.0, 1.206, 1.888]","[7.0, 7.206, 7.888]",,
Broadband_Data_2026.03.27_09.59.00_we_seg004,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,4,8.0,10.0,0.25,0.9982705116271973,0.04657381772994995,2,"[1.0, 1.966]","[9.0, 9.966]",model_verified,2,"[1.0, 1.966]","[9.0, 9.966]",,
Broadband_Data_2026.03.27_09.59.00_we_seg005,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,5,10.0,12.0,0.25,0.9982671737670898,0.04469531029462814,1,[1.0],[11.0],model_verified,1,[1.0],[11.0],,
Broadband_Data_2026.03.27_09.59.00_we_seg006,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,6,12.0,14.0,0.25,0.9984714388847351,0.045827534049749374,1,[1.0],[13.0],model_verified,1,[1.0],[13.0],,
Broadband_Data_2026.03.27_09.59.00_we_seg007,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,7,14.0,16.0,0.25,0.9983339905738831,0.05540364980697632,2,"[1.0, 1.29]","[15.0, 15.29]",model_verified,2,"[1.0, 1.29]","[15.0, 15.29]",,
Broadband_Data_2026.03.27_09.59.00_we_seg008,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,8,16.0,18.0,0.25,0.9981208443641663,0.04427914321422577,1,[1.0],[17.0],model_verified,1,[1.0],[17.0],,
Broadband_Data_2026.03.27_09.59.00_we_seg009,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,9,18.0,20.0,0.25,0.9982253909111023,0.044474951922893524,1,[1.0],[19.0],model_verified,1,[1.0],[19.0],,
Broadband_Data_2026.03.27_09.59.00_we_seg010,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,10,20.0,22.0,0.25,0.9982149600982666,0.05147341266274452,2,"[0.138, 1.0]","[20.138, 21.0]",model_verified,2,"[0.138, 1.0]","[20.138, 21.0]",,
Broadband_Data_2026.03.27_09.59.00_we_seg011,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,11,22.0,24.0,0.25,0.9985319375991821,0.05219912528991699,2,"[1.0, 1.654]","[23.0, 23.654]",model_verified,2,"[1.0, 1.654]","[23.0, 23.654]",,
Broadband_Data_2026.03.27_09.59.00_we_seg012,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,12,24.0,26.0,0.25,0.9982104301452637,0.046306561678647995,1,[1.0],[25.0],model_verified,1,[1.0],[25.0],,
Broadband_Data_2026.03.27_09.59.00_we_seg013,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,13,26.0,28.0,0.25,0.9984778761863708,0.047088611871004105,2,"[1.0, 1.582]","[27.0, 27.582]",model_verified,2,"[1.0, 1.582]","[27.0, 27.582]",,
Broadband_Data_2026.03.27_09.59.00_we_seg014,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,14,28.0,30.0,0.25,0.998544454574585,0.04394761472940445,1,[1.0],[29.0],model_verified,1,[1.0],[29.0],,
Broadband_Data_2026.03.27_09.59.00_we_seg015,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,15,30.0,32.0,0.25,0.9984521865844727,0.04366696625947952,1,[1.0],[31.0],model_verified,1,[1.0],[31.0],,
Broadband_Data_2026.03.27_09.59.00_we_seg016,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,16,32.0,34.0,0.25,0.9984294772148132,0.04436955973505974,1,[1.0],[33.0],model_verified,1,[1.0],[33.0],,
Broadband_Data_2026.03.27_09.59.00_we_seg017,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,17,34.0,36.0,0.25,0.9983038902282715,0.04445319622755051,1,[1.0],[35.0],model_verified,1,[1.0],[35.0],,
Broadband_Data_2026.03.27_09.59.00_we_seg018,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,18,36.0,38.0,0.25,0.9983046054840088,0.04644045978784561,1,[1.0],[37.0],model_verified,1,[1.0],[37.0],,
Broadband_Data_2026.03.27_09.59.00_we_seg019,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,19,38.0,40.0,0.25,0.9984733462333679,0.04563505947589874,1,[1.0],[39.0],model_verified,1,[1.0],[39.0],,
Broadband_Data_2026.03.27_09.59.00_we_seg020,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,20,40.0,42.0,0.25,0.9981379508972168,0.05057062953710556,2,"[0.348, 1.0]","[40.348, 41.0]",model_verified,2,"[0.348, 1.0]","[40.348, 41.0]",,
Broadband_Data_2026.03.27_09.59.00_we_seg021,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,21,42.0,44.0,0.25,0.9983088970184326,0.046433225274086,1,[1.0],[43.0],model_verified,1,[1.0],[43.0],,
Broadband_Data_2026.03.27_09.59.00_we_seg022,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,22,44.0,46.0,0.25,0.9981139898300171,0.05262571573257446,2,"[1.0, 1.4]","[45.0, 45.4]",model_verified,2,"[1.0, 1.4]","[45.0, 45.4]",,
