sample_id,source_file,channel,segment_index,segment_start,segment_end,sample_rate,time_resolution,frequency_resolution,freq_min,freq_max,npz_path,png_path,event_count,event_times_s_json,split,label_source,quality_flag
loc_0003057,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.22.00.bin,we,27,54.000000,56.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003057.npz,review/auto/we/loc_0003057.png,1,[1.0],,threshold_auto,unchecked
loc_0003058,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.22.00.bin,we,28,56.000000,58.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003058.npz,review/auto/we/loc_0003058.png,1,[1.0],,threshold_auto,unchecked
loc_0003059,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.22.00.bin,we,29,58.000000,60.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003059.npz,review/auto/we/loc_0003059.png,1,[1.0],,threshold_auto,unchecked
loc_0003060,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,ns,0,0.000000,2.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003060.npz,review/auto/ns/loc_0003060.png,4,"[0.335999995470047, 0.9319999814033508, 1.159999966621399, 1.3980000019073486]",,threshold_auto,unchecked
loc_0003061,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,ns,1,2.000000,4.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003061.npz,review/auto/ns/loc_0003061.png,4,"[0.4819999933242798, 0.6439999938011169, 1.7860000133514404, 1.972000002861023]",,threshold_auto,unchecked
loc_0003062,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,ns,2,4.000000,6.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003062.npz,review/auto/ns/loc_0003062.png,2,"[0.8659999966621399, 1.4240000247955322]",,threshold_auto,unchecked
loc_0003063,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,ns,3,6.000000,8.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003063.npz,review/auto/ns/loc_0003063.png,0,[],,threshold_auto,unchecked
loc_0003064,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,ns,4,8.000000,10.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003064.npz,review/auto/ns/loc_0003064.png,3,"[1.2480000257492065, 1.5019999742507935, 1.5880000591278076]",,threshold_auto,unchecked
loc_0003065,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,ns,5,10.000000,12.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003065.npz,review/auto/ns/loc_0003065.png,1,[1.5440000295639038],,threshold_auto,unchecked
loc_0003066,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,ns,6,12.000000,14.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003066.npz,review/auto/ns/loc_0003066.png,3,"[0.03999999910593033, 0.36000001430511475, 0.47999998927116394]",,threshold_auto,unchecked
loc_0003067,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,ns,7,14.000000,16.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003067.npz,review/auto/ns/loc_0003067.png,1,[1.3079999685287476],,threshold_auto,unchecked
loc_0003068,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,ns,8,16.000000,18.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003068.npz,review/auto/ns/loc_0003068.png,4,"[0.9739999771118164, 1.0959999561309814, 1.4160000085830688, 1.4279999732971191]",,threshold_auto,unchecked
loc_0003069,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,ns,9,18.000000,20.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003069.npz,review/auto/ns/loc_0003069.png,0,[],,threshold_auto,unchecked
loc_0003070,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,ns,10,20.000000,22.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003070.npz,review/auto/ns/loc_0003070.png,1,[1.8140000104904175],,threshold_auto,unchecked
loc_0003071,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,ns,11,22.000000,24.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003071.npz,review/auto/ns/loc_0003071.png,4,"[0.6620000004768372, 1.1039999723434448, 1.5379999876022339, 1.8839999437332153]",,threshold_auto,unchecked
loc_0003072,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,ns,12,24.000000,26.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003072.npz,review/auto/ns/loc_0003072.png,1,[1.0720000267028809],,threshold_auto,unchecked
loc_0003073,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,ns,13,26.000000,28.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003073.npz,review/auto/ns/loc_0003073.png,3,"[0.6240000128746033, 1.0460000038146973, 1.5499999523162842]",,threshold_auto,unchecked
loc_0003074,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,ns,14,28.000000,30.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003074.npz,review/auto/ns/loc_0003074.png,4,"[0.5320000052452087, 1.784000039100647, 1.7979999780654907, 1.9119999408721924]",,threshold_auto,unchecked
loc_0003075,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,ns,15,30.000000,32.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003075.npz,review/auto/ns/loc_0003075.png,1,[0.3019999861717224],,threshold_auto,unchecked
loc_0003076,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,ns,16,32.000000,34.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003076.npz,review/auto/ns/loc_0003076.png,1,[1.5839999914169312],,threshold_auto,unchecked
loc_0003077,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,ns,17,34.000000,36.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003077.npz,review/auto/ns/loc_0003077.png,3,"[0.3779999911785126, 1.7000000476837158, 1.8459999561309814]",,threshold_auto,unchecked
loc_0003078,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,ns,18,36.000000,38.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003078.npz,review/auto/ns/loc_0003078.png,0,[],,threshold_auto,unchecked
loc_0003079,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,ns,19,38.000000,40.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003079.npz,review/auto/ns/loc_0003079.png,1,[0.5860000252723694],,threshold_auto,unchecked
loc_0003080,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,ns,20,40.000000,42.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003080.npz,review/auto/ns/loc_0003080.png,4,"[1.3799999952316284, 1.4559999704360962, 1.5240000486373901, 1.7339999675750732]",,threshold_auto,unchecked
loc_0003081,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,ns,21,42.000000,44.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003081.npz,review/auto/ns/loc_0003081.png,5,"[0.1899999976158142, 0.32600000500679016, 0.4580000042915344, 0.9800000190734863, 1.0119999647140503]",,threshold_auto,unchecked
loc_0003082,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,ns,22,44.000000,46.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003082.npz,review/auto/ns/loc_0003082.png,1,[0.4620000123977661],,threshold_auto,unchecked
loc_0003083,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,ns,23,46.000000,48.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003083.npz,review/auto/ns/loc_0003083.png,1,[0.44200000166893005],,threshold_auto,unchecked
loc_0003084,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,ns,24,48.000000,50.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003084.npz,review/auto/ns/loc_0003084.png,0,[],,threshold_auto,unchecked
loc_0003085,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,ns,25,50.000000,52.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003085.npz,review/auto/ns/loc_0003085.png,2,"[0.15399999916553497, 0.6439999938011169]",,threshold_auto,unchecked
loc_0003086,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,ns,26,52.000000,54.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003086.npz,review/auto/ns/loc_0003086.png,1,[1.9539999961853027],,threshold_auto,unchecked
loc_0003087,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,ns,27,54.000000,56.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003087.npz,review/auto/ns/loc_0003087.png,2,"[0.6819999814033508, 1.7960000038146973]",,threshold_auto,unchecked
loc_0003088,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,ns,28,56.000000,58.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003088.npz,review/auto/ns/loc_0003088.png,0,[],,threshold_auto,unchecked
loc_0003089,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,ns,29,58.000000,60.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003089.npz,review/auto/ns/loc_0003089.png,6,"[0.08799999952316284, 0.2240000069141388, 0.6899999976158142, 0.734000027179718, 0.7879999876022339, 1.1619999408721924]",,threshold_auto,unchecked
loc_0003090,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,we,0,0.000000,2.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003090.npz,review/auto/we/loc_0003090.png,2,"[0.628000020980835, 1.0]",,threshold_auto,unchecked
loc_0003091,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,we,1,2.000000,4.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003091.npz,review/auto/we/loc_0003091.png,2,"[1.0, 1.7860000133514404]",,threshold_auto,unchecked
loc_0003092,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,we,2,4.000000,6.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003092.npz,review/auto/we/loc_0003092.png,1,[1.0],,threshold_auto,unchecked
loc_0003093,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,we,3,6.000000,8.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003093.npz,review/auto/we/loc_0003093.png,1,[1.0],,threshold_auto,unchecked
loc_0003094,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,we,4,8.000000,10.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003094.npz,review/auto/we/loc_0003094.png,1,[1.0],,threshold_auto,unchecked
loc_0003095,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,we,5,10.000000,12.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003095.npz,review/auto/we/loc_0003095.png,1,[1.0],,threshold_auto,unchecked
loc_0003096,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,we,6,12.000000,14.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003096.npz,review/auto/we/loc_0003096.png,1,[1.0],,threshold_auto,unchecked
loc_0003097,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,we,7,14.000000,16.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003097.npz,review/auto/we/loc_0003097.png,1,[1.0],,threshold_auto,unchecked
loc_0003098,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,we,8,16.000000,18.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003098.npz,review/auto/we/loc_0003098.png,1,[1.0],,threshold_auto,unchecked
loc_0003099,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,we,9,18.000000,20.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003099.npz,review/auto/we/loc_0003099.png,1,[1.0],,threshold_auto,unchecked
loc_0003100,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,we,10,20.000000,22.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003100.npz,review/auto/we/loc_0003100.png,1,[1.0],,threshold_auto,unchecked
loc_0003101,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,we,11,22.000000,24.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003101.npz,review/auto/we/loc_0003101.png,2,"[0.6620000004768372, 1.0]",,threshold_auto,unchecked
loc_0003102,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,we,12,24.000000,26.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003102.npz,review/auto/we/loc_0003102.png,1,[1.0],,threshold_auto,unchecked
loc_0003103,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,we,13,26.000000,28.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003103.npz,review/auto/we/loc_0003103.png,1,[1.0],,threshold_auto,unchecked
loc_0003104,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,we,14,28.000000,30.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003104.npz,review/auto/we/loc_0003104.png,3,"[1.0, 1.784000039100647, 1.9119999408721924]",,threshold_auto,unchecked
loc_0003105,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,we,15,30.000000,32.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003105.npz,review/auto/we/loc_0003105.png,1,[1.0],,threshold_auto,unchecked
loc_0003106,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,we,16,32.000000,34.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003106.npz,review/auto/we/loc_0003106.png,1,[1.0],,threshold_auto,unchecked
loc_0003107,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,we,17,34.000000,36.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003107.npz,review/auto/we/loc_0003107.png,1,[1.0],,threshold_auto,unchecked
loc_0003108,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,we,18,36.000000,38.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003108.npz,review/auto/we/loc_0003108.png,1,[1.0],,threshold_auto,unchecked
loc_0003109,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,we,19,38.000000,40.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003109.npz,review/auto/we/loc_0003109.png,1,[1.0],,threshold_auto,unchecked
loc_0003110,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,we,20,40.000000,42.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003110.npz,review/auto/we/loc_0003110.png,1,[1.0],,threshold_auto,unchecked
loc_0003111,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,we,21,42.000000,44.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003111.npz,review/auto/we/loc_0003111.png,1,[1.0],,threshold_auto,unchecked
loc_0003112,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,we,22,44.000000,46.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003112.npz,review/auto/we/loc_0003112.png,1,[1.0],,threshold_auto,unchecked
loc_0003113,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,we,23,46.000000,48.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003113.npz,review/auto/we/loc_0003113.png,2,"[0.7839999794960022, 1.0]",,threshold_auto,unchecked
loc_0003114,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,we,24,48.000000,50.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003114.npz,review/auto/we/loc_0003114.png,1,[1.0],,threshold_auto,unchecked
loc_0003115,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,we,25,50.000000,52.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003115.npz,review/auto/we/loc_0003115.png,1,[1.0],,threshold_auto,unchecked
loc_0003116,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,we,26,52.000000,54.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003116.npz,review/auto/we/loc_0003116.png,1,[1.0],,threshold_auto,unchecked
loc_0003117,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,we,27,54.000000,56.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003117.npz,review/auto/we/loc_0003117.png,1,[1.0],,threshold_auto,unchecked
loc_0003118,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,we,28,56.000000,58.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003118.npz,review/auto/we/loc_0003118.png,1,[1.0],,threshold_auto,unchecked
loc_0003119,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.23.00.bin,we,29,58.000000,60.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003119.npz,review/auto/we/loc_0003119.png,1,[1.0],,threshold_auto,unchecked
loc_0003120,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.24.00.bin,ns,0,0.000000,2.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003120.npz,review/auto/ns/loc_0003120.png,3,"[1.1519999504089355, 1.2599999904632568, 1.4620000123977661]",,threshold_auto,unchecked
loc_0003121,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.24.00.bin,ns,1,2.000000,4.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003121.npz,review/auto/ns/loc_0003121.png,5,"[0.09399999678134918, 0.2240000069141388, 0.5299999713897705, 0.593999981880188, 0.921999990940094]",,threshold_auto,unchecked
loc_0003122,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.24.00.bin,ns,2,4.000000,6.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003122.npz,review/auto/ns/loc_0003122.png,2,"[1.2059999704360962, 1.621999979019165]",,threshold_auto,unchecked
loc_0003123,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.24.00.bin,ns,3,6.000000,8.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003123.npz,review/auto/ns/loc_0003123.png,3,"[0.6399999856948853, 0.9800000190734863, 1.0499999523162842]",,threshold_auto,unchecked
loc_0003124,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.24.00.bin,ns,4,8.000000,10.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003124.npz,review/auto/ns/loc_0003124.png,2,"[1.3700000047683716, 1.843999981880188]",,threshold_auto,unchecked
loc_0003125,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.24.00.bin,ns,5,10.000000,12.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003125.npz,review/auto/ns/loc_0003125.png,1,[1.50600004196167],,threshold_auto,unchecked
loc_0003126,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.24.00.bin,ns,6,12.000000,14.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003126.npz,review/auto/ns/loc_0003126.png,2,"[0.7379999756813049, 0.7639999985694885]",,threshold_auto,unchecked
loc_0003127,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.24.00.bin,ns,7,14.000000,16.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003127.npz,review/auto/ns/loc_0003127.png,0,[],,threshold_auto,unchecked
loc_0003128,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.24.00.bin,ns,8,16.000000,18.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003128.npz,review/auto/ns/loc_0003128.png,5,"[0.40799999237060547, 0.6100000143051147, 0.6940000057220459, 1.4259999990463257, 1.5740000009536743]",,threshold_auto,unchecked
loc_0003129,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.24.00.bin,ns,9,18.000000,20.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003129.npz,review/auto/ns/loc_0003129.png,1,[1.1419999599456787],,threshold_auto,unchecked
loc_0003130,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.24.00.bin,ns,10,20.000000,22.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003130.npz,review/auto/ns/loc_0003130.png,1,[0.8960000276565552],,threshold_auto,unchecked
loc_0003131,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.24.00.bin,ns,11,22.000000,24.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003131.npz,review/auto/ns/loc_0003131.png,4,"[0.20999999344348907, 0.27799999713897705, 1.253999948501587, 1.559999942779541]",,threshold_auto,unchecked
loc_0003132,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.24.00.bin,ns,12,24.000000,26.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003132.npz,review/auto/ns/loc_0003132.png,1,[1.7920000553131104],,threshold_auto,unchecked
loc_0003133,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.24.00.bin,ns,13,26.000000,28.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003133.npz,review/auto/ns/loc_0003133.png,0,[],,threshold_auto,unchecked
loc_0003134,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.24.00.bin,ns,14,28.000000,30.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003134.npz,review/auto/ns/loc_0003134.png,0,[],,threshold_auto,unchecked
loc_0003135,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.24.00.bin,ns,15,30.000000,32.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003135.npz,review/auto/ns/loc_0003135.png,2,"[0.17399999499320984, 1.753999948501587]",,threshold_auto,unchecked
loc_0003136,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.24.00.bin,ns,16,32.000000,34.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003136.npz,review/auto/ns/loc_0003136.png,5,"[0.1599999964237213, 0.32600000500679016, 0.41600000858306885, 0.5839999914169312, 1.7640000581741333]",,threshold_auto,unchecked
loc_0003137,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.24.00.bin,ns,17,34.000000,36.000000,100000.0,0.002000,50.000000,20000.000000,30000.000000,samples/loc_0003137.npz,review/auto/ns/loc_0003137.png,0,[],,threshold_auto,unchecked
